pid,zipcodes
10957_2017,"59884, 38495"
10958_2017,"35546, 98554"
10959_2017,"55301, 98655, 24758, 42110, 16810, 99112, 26679"
10960_2017,"20432, 51429, 17017, 35137, 54892, 54294, 35150"
10961_2017,"46840, 78259, 73256, 43578, 04446, 06111, 82593, 67221"
10962_2017,"43901, 20913"
10963_2017,"25940, 64201, 35424"
10964_2017,"30121, 38260, 45997, 95212"
10965_2017,"12419, 21102, 73260"
10966_2017,"50590, 57639, 25534, 19813, 39500, 28167, 24460, 07640, 25699"
10967_2017,"73050, 91420, 25159"
10968_2017,"56601, 70305, 55302, 21983, 26641, 40471, 71155"
10969_2017,"17360, 77121, 94165, 65624, 41521, 93373, 19319, 97796"
10970_2017,"56473, 14129, 14417, 82979"
10971_2017,"08045, 50184, 09159, 50105, 03607, 33218, 77108, 31529, 96792, 59009"
10972_2017,"46925, 13377, 55578, 97318, 56010, 38927, 49714, 02778"
10973_2017,07932
10974_2017,"64013, 52720, 28449, 78902, 38225, 67753, 06886, 19024"
10975_2017,"05863, 99663, 85768, 13458, 96457, 01727, 83705, 94008, 48831, 98157"
10976_2017,"45759, 91765, 07085, 02194"
10977_2017,"51146, 72815, 66081, 55402, 16326, 03676, 75280, 01858"
10978_2017,"49802, 19673, 35194, 05080, 45937, 86402, 81103, 51640"
10979_2017,"59712, 53559, 26539, 92641"
10980_2017,"60413, 82030, 38319, 43178, 52994"
10981_2017,"49283, 35307, 24304, 60638, 41684, 32170, 86224, 29607, 25769, 34913"
10982_2017,"90846, 51227, 14806, 95687, 60205, 33286, 08756, 00610"
10983_2017,"23360, 53622, 13318, 19696, 21471, 39372"
10984_2017,"95683, 88700, 53762, 27723, 35355, 02901, 63780"
10985_2017,"39503, 87543, 33142, 37925, 49127, 19834, 03551, 08489, 75484, 78791"
10986_2017,53677
10987_2017,"16508, 56196, 02786, 41971, 54754, 20184, 29992, 35251, 95047, 44973"
10988_2017,"08654, 67301, 28895"
10989_2017,"35972, 90839, 83248, 91939"
10990_2017,"93274, 79701, 69663, 53301, 21479, 52106, 09085, 48571, 72142"
10991_2017,"70544, 27423, 76276, 34496, 81781, 54721, 02584"
10992_2017,"00645, 11947, 95529, 69471, 35041, 63228, 90205"
10993_2017,13347
10994_2017,"83168, 63389, 91195, 33645"
10995_2017,"79078, 88679, 06237, 20787, 58955, 43266, 53802, 64078, 69634"
10996_2017,"75238, 78454"
10997_2017,"26142, 04166, 16382, 17621, 01689, 81944"
10998_2017,"79754, 23859, 06689, 84984, 51510, 23004, 54971, 40103, 19296"
10999_2017,03611
11000_2017,"46362, 66424, 94926, 83483"
11001_2017,"90050, 43690, 35391, 94768, 47131, 61407, 49208, 66549, 28218"
11002_2017,"85760, 91314, 57934, 88101, 59476, 62001, 41281, 79765"
11003_2017,"84363, 68984, 74088, 53536, 49066, 05245, 42231, 28753, 71447, 78565"
11004_2017,"25276, 65980"
11005_2017,"37116, 24385, 81500, 90136, 50647, 73766, 14515, 56772"
11006_2017,"51826, 60862, 27513, 03628, 01833, 32157, 29821, 71183, 44294, 43656"
11007_2017,"17131, 17854, 08047, 41126, 99312, 53874, 90601, 48424"
11008_2017,"57857, 63337, 87113, 05983, 97297"
11009_2017,"85926, 64918, 20280, 09003, 00754, 44027"
11010_2017,"69198, 09473, 93003, 37754, 75074"
11011_2017,"33791, 81766, 77818, 59333, 59424, 62518, 68427, 17854, 95621, 31124"
11012_2017,"75704, 71563"
11013_2017,"59432, 95355, 54623, 45945, 75184, 15748, 38094, 13869, 09615, 20253"
11014_2017,"43595, 81028, 03926"
11015_2017,"28360, 15159, 08744, 72599, 71519, 91738"
11016_2017,"78644, 52108, 66441, 59633, 98565, 05822, 45147, 95874, 52729"
11017_2017,64155
11018_2017,"85562, 96500, 59761, 68883, 64321"
11019_2017,"51604, 95457"
11020_2017,38446
11021_2017,"23800, 14774, 58103, 24885, 14848, 32675, 69209"
11022_2017,"11248, 27148, 07424, 82673, 55172, 01202, 97993, 51787, 31306"
11023_2017,48811
11024_2017,"46921, 68652, 48736, 08104, 66635, 85281, 79765, 68246"
11025_2017,"51826, 30826, 79948, 63928, 73654, 92033, 98875, 84975"
11026_2017,"83720, 36546, 50187, 82762, 66012, 70588, 38598"
11027_2017,"78763, 31605, 18989, 17400, 05817"
11028_2017,"83936, 64670, 82081, 86260, 43247"
11029_2017,"21831, 82481"
11030_2017,"72361, 29905, 66968, 96372, 57527, 97501, 58604"
11031_2017,"41796, 64939, 26108, 15615, 45090, 37079, 16835, 26057, 65521"
11032_2017,"01313, 82357, 39868, 43489, 79967, 11284, 52602, 77414, 49904, 99452"
11033_2017,"21312, 37039, 43582, 33324, 78769, 04857"
11034_2017,"67367, 73220"
11035_2017,"87324, 73840"
11036_2017,"90188, 63286, 03794"
11037_2017,44330
11038_2017,"62531, 21512, 50996, 85331, 23723, 54265, 06075, 19894, 47867"
11039_2017,"93410, 94512"
11040_2017,"51145, 01331, 70602, 59491, 89890, 16127, 51760, 56481"
11041_2017,"39654, 48485, 51382"
11042_2017,"59538, 64222, 79049, 91041, 91016, 84082"
11043_2017,"26213, 44158, 85148, 27307, 05701, 34711, 53919, 94960, 96048"
11044_2017,35744
11045_2017,"79187, 29222, 42734, 16531, 67453, 02905, 14569"
11046_2017,"92455, 98435, 01786"
11047_2017,"72486, 37455, 25089"
11048_2017,"17323, 34385"
11049_2017,"30878, 80737, 18471, 34107, 99172, 69295, 18988, 92253, 50376"
11050_2017,"33473, 12987, 89660, 64542, 25318, 94207, 22724, 90796, 68071, 97468"
11051_2017,"85931, 72362, 42267, 91317, 99764"
11052_2017,"57080, 63704, 85825, 24564, 69951, 25385, 07067, 17781, 76620, 26718"
11053_2017,"50067, 54624, 08960"
11054_2017,34440
11055_2017,"71887, 20095, 60470, 56785, 41849, 44664, 51627"
11056_2017,"85895, 05101, 87939, 48246, 87009, 96737"
11057_2017,21698
11058_2017,"29557, 92710, 06221, 74281, 25448, 79430, 63074, 45641, 82420"
11059_2017,33676
11060_2017,"01554, 63033, 21417, 56523, 83247, 93102, 62913, 47044, 45236, 47630"
11061_2017,"67987, 83540"
11062_2017,"48164, 29363, 40173, 71291, 37606, 04032"
11063_2017,"10651, 60453, 13860, 84037, 57387, 30466, 53418, 28468, 15945, 39303"
11064_2017,"95477, 73535, 50370"
11065_2017,32154
11066_2017,"34113, 44032, 16159, 01631, 53009, 77805, 01748"
11067_2017,"66463, 61551, 09887, 11200, 72863, 86787"
11068_2017,"64245, 66080, 41736, 75846, 76549, 04116, 54945, 82600, 93107"
11069_2017,"90596, 10428, 19222, 27256, 88588, 84612, 22832"
11070_2017,"08575, 34128, 83442, 86974, 32701"
11071_2017,"92988, 93683, 32115, 75635, 74069, 32214"
11072_2017,"79431, 13468, 22231, 25636, 44585, 13124"
11073_2017,"99427, 92519, 19509, 14750, 15264, 03276, 32115, 22487, 60274"
11074_2017,"01343, 13199, 50132, 26487, 62902, 94143, 84529"
11075_2017,"11557, 23769, 24031, 41849"
11076_2017,"85747, 86350, 61918, 42667, 02565, 77982, 63253, 33170, 51288, 64611"
11077_2017,"79946, 75591, 75217"
11078_2017,"51958, 91716"
11079_2017,"82526, 53696, 17904, 00680, 31760, 31530, 50636, 88837"
11080_2017,"18582, 81125, 02551, 73767, 43221, 29980, 26688, 03211, 77018"
11081_2017,"76824, 75213, 50097, 23772, 24118, 04533, 85156"
11082_2017,30732
11083_2017,"79990, 95580, 19046, 03180, 87515, 98253"
11084_2017,"98600, 60010, 37945, 14468, 38669, 06184, 83027, 40910, 92859, 69344"
11085_2017,"83334, 74840, 13560, 53385, 65194, 14107, 04096, 58158, 19405"
11086_2017,13019
11087_2017,"60633, 10672"
11088_2017,"64144, 70703, 18889, 34322, 54601"
11089_2017,77618
11090_2017,"90394, 24673, 64082, 51806, 83531, 01159, 88899, 31544, 54319"
11091_2017,"88147, 37883, 99265, 22267"
11092_2017,"39494, 72579, 19023, 87537, 90540"
11093_2017,"32800, 17035, 39509, 57386, 85364, 86920, 95529, 14377, 84269, 82221"
11094_2017,"20257, 97969, 36901, 01260, 26461, 92354, 74454, 74192"
11095_2017,"94876, 65680, 69200, 34925"
11096_2017,"99069, 50969, 91467"
11097_2017,"14175, 28160, 55622"
11098_2017,"98297, 15480, 60457, 05608, 45702, 67004, 71289, 84369"
11099_2017,"64184, 72717, 47920, 81087, 69780, 99664, 83296, 35502, 59295"
11100_2017,"21527, 84854, 58281"
11101_2017,"61915, 88517"
11102_2017,36505
11103_2017,"85178, 81062, 36602, 12563"
11104_2017,"26632, 67039, 50529, 71802, 47878, 01112, 00516"
11105_2017,"66163, 23805, 44254, 76223, 74972, 39673, 10927"
11106_2017,"59243, 69688, 51237, 71736"
11107_2017,"63079, 69886, 69741, 56417, 24699, 90763, 47608, 79048, 36091, 68226"
11108_2017,"51700, 22658"
11109_2017,"76728, 91353, 03408, 49346, 07554, 94303"
11110_2017,57371
11111_2017,"58813, 64458, 91464, 54529, 81269, 73606, 50009, 85393, 78195"
11112_2017,"47548, 84660, 64596, 36701, 94713, 04701"
11113_2017,"57560, 22834, 81754, 03774, 72362, 37550, 54740, 25545, 53648, 57403"
11114_2017,"41376, 53722, 54100, 22725, 22790, 88545"
11115_2017,"14599, 61543, 13004, 30236, 91017"
11116_2017,02739
11117_2017,"55862, 64149, 03148, 47563, 42472"
11118_2017,"90043, 36373, 54356, 58876"
11119_2017,"11078, 44086, 41234, 68070"
11120_2017,"37362, 50939, 97018, 25456"
11121_2017,"16619, 86315, 46564"
11122_2017,"35666, 32594"
11123_2017,"81369, 73331, 33734, 54153"
11124_2017,"58198, 54162, 12899, 70513, 50485, 08406, 55361, 29208, 85102"
11125_2017,"33676, 23507, 17458, 55319, 60361, 82118"
11126_2017,"82446, 51101, 05842, 44041, 31201, 14831, 49459, 76844, 64991, 25946"
11127_2017,"17854, 68149, 19603"
11128_2017,"22194, 73462, 09413, 32046"
11129_2017,"83406, 51649, 32211, 25352, 08697, 35277, 75619, 23446, 13203"
11130_2017,"59098, 65472, 61793, 89497, 85790"
11131_2017,"89213, 02102, 22173, 33706"
11132_2017,"90471, 44583, 15563, 58403, 44025, 48692, 48950, 68806, 35375, 97989"
11133_2017,"16677, 06668, 41710, 70470, 34731, 69236"
11134_2017,81513
11135_2017,"23004, 17643, 54686, 91951, 72474, 93705, 16951, 46813, 58271, 30984"
11136_2017,"10810, 26140"
11137_2017,"76192, 08862, 61841, 65225"
11138_2017,"40653, 97781, 07394, 71432"
11139_2017,"80733, 41800, 21706"
11140_2017,"29085, 75331, 88548, 87772, 94860, 66462"
11141_2017,"69735, 50899, 28717"
11142_2017,"32035, 99674, 00926, 15546, 18188, 00546, 72592, 89711, 37396"
11143_2017,"60156, 90757"
11144_2017,"00981, 33188, 77939, 71853, 87280, 17677"
11145_2017,"42223, 56760, 34000"
11146_2017,"85057, 94739, 29135, 08441, 23000"
11147_2017,"35865, 92701, 33965"
11148_2017,"64862, 01300, 41619, 16446, 18820, 47332"
11149_2017,"17556, 45905, 90143, 28968, 30689, 79871, 87002"
11150_2017,"44422, 46498, 04666, 97963, 63851, 46900"
11151_2017,66705
11152_2017,"37638, 05224, 52670, 39321"
11153_2017,"23654, 55217, 50289, 91733, 11833, 42646, 41200, 93209, 89418"
11154_2017,"49838, 06373, 88223, 89711"
11155_2017,"28294, 61912"
11156_2017,"76926, 50182, 51682, 61939, 59620, 86344, 88838, 56207, 62561, 51038"
11157_2017,"09152, 68853, 54235, 91746, 01829, 26829"
11158_2017,"49432, 11824, 34868"
11159_2017,"85021, 70737, 17067, 07505, 35666"
11160_2017,"58271, 83154, 39683, 52732, 95115, 31509, 37267, 89235, 84143, 52654"
11161_2017,"07073, 99377, 02863"
11162_2017,31170
11163_2017,"01590, 15722, 15832, 51718, 90912, 58215, 63200"
11164_2017,"77870, 85328"
11165_2017,"63971, 99928, 66268"
11166_2017,"14588, 22323, 36833, 52353, 59933"
11167_2017,62115
11168_2017,"70437, 70565, 82040, 72743, 19955, 81921, 57563, 45975"
11169_2017,"61490, 65652, 03432"
11170_2017,"37868, 13468, 74224, 05999, 02135"
11171_2017,"47142, 04264, 82297, 52948, 99722, 95285, 91260"
11172_2017,88806
11173_2017,"89690, 98689, 67860, 91298, 88963, 49148, 49613, 19239, 07533, 10350"
11174_2017,"99247, 40174, 65060, 25934"
11175_2017,"73671, 79115, 87817, 93666, 93845, 97982"
11176_2017,"51125, 27467, 40219, 04082, 39187, 91938, 52102"
11177_2017,"34632, 74927, 15984, 11689, 78785, 17207, 62097, 03629, 20191, 80937"
11178_2017,"04068, 13255"
11179_2017,"21190, 95625, 27274, 43952, 67694, 79047"
11180_2017,"39652, 32835, 67031, 35146, 41496, 02551, 11494, 99948, 36594"
11181_2017,"32912, 68796, 10854, 20913, 47256, 55399, 92167, 49741"
11182_2017,"66460, 51912, 40200, 83015, 74190, 13796, 43785, 86509, 89742, 91180"
11183_2017,"52569, 91138, 46150, 04787, 01901, 15702, 70547"
11184_2017,34014
11185_2017,"30215, 93058, 45640, 69488, 84904, 59084, 27829, 39031, 57982, 71493"
11186_2017,"21234, 92727, 30025, 18485, 88463, 79671, 26777, 37522"
11187_2017,"21247, 03641, 38419, 12507, 52204, 44674"
11188_2017,"86514, 83554, 70015, 52626, 09144, 01372, 03681, 78860, 30489"
11189_2017,"75289, 89719, 15128, 86438, 25061"
11190_2017,"20898, 14228, 59634, 08207, 85459"
11191_2017,"40174, 66858, 96867, 81733, 79587, 42030"
11192_2017,"24875, 23110, 52325, 12195, 65714, 77963, 82859, 50229"
11193_2017,"12916, 85820, 17289, 52126, 95623, 88842"
11194_2017,"51746, 04055, 11620, 21107"
11195_2017,"80652, 64527, 87487"
11196_2017,"60979, 37223, 70036, 18383"
11197_2017,"22266, 54171"
11198_2017,"70644, 18916"
11199_2017,"93894, 19347"
11200_2017,"43772, 21487"
11201_2017,"34649, 82045, 47498, 26896, 59448, 74938, 97531, 06466, 48099"
11202_2017,"73040, 42804, 84564, 62035, 55049, 81863, 61062, 46232, 27246, 94925"
11203_2017,"95552, 50591, 35599, 44426, 70325"
11204_2017,"06353, 41914, 46248, 10596, 86394"
11205_2017,"62846, 58103, 13423, 67854, 74480, 73461, 37112"
11206_2017,"24621, 31121, 34252, 04612, 36808, 76033, 11796, 43634"
11207_2017,"41746, 98938, 92917, 67840, 28974, 98336, 58769, 00968"
11208_2017,"81811, 75847, 16806, 26529, 95829, 40741, 22118, 04009"
11209_2017,"97110, 89906, 76355, 64633, 80888, 00582, 25914, 36867, 97165, 90563"
11210_2017,"46854, 18796, 76534, 69873, 78156, 14811, 95347"
11211_2017,"00584, 75486, 44046, 30379"
11212_2017,"10487, 66367, 92403, 65055"
11213_2017,"97611, 61439"
11214_2017,"10269, 72000, 44951"
11215_2017,"94875, 16240, 71945, 12547, 58970, 56162"
11216_2017,"81311, 90551, 80456, 05995, 72517, 87823, 70988, 23580, 18591"
11217_2017,"79192, 92417, 95885, 81745, 89691, 87919, 10851, 64692, 24118, 30137"
11218_2017,"35006, 72890, 49592, 51213, 91994, 97200, 81829, 60288, 02566, 24848"
11219_2017,"08713, 34122, 87529, 69238, 80937, 08017, 65738, 44270"
11220_2017,"12395, 08528, 10838, 51194, 43886, 79132, 91125, 78787, 88781"
11221_2017,29397
11222_2017,"94320, 35244, 87499, 10287"
11223_2017,"78218, 90490, 59756"
11224_2017,"53538, 55907, 12777"
11225_2017,"58826, 75068, 31288, 56956, 21640"
11226_2017,"42919, 12920, 04639, 55916, 65744, 65265, 10935, 13126, 67236, 52096"
11227_2017,"60513, 76149, 50291, 32376, 05201, 15879, 54896"
11228_2017,"66350, 29623"
11229_2017,"40360, 02348, 67054, 29257"
11230_2017,"99001, 51778, 71001, 07427, 61303, 73549, 11491, 59750, 41123"
11231_2017,"68084, 10767, 60043, 95021, 65775, 37010, 22821, 10242, 36004, 99328"
11232_2017,"06051, 61316, 66589, 37212, 25923"
11233_2017,"13761, 87420, 25566, 88575, 14474, 45777, 29967"
11234_2017,"06840, 05217, 55053, 01988, 54075, 65356"
11235_2017,"16269, 40117, 77952, 19880, 62626, 61816, 78480, 39354"
11236_2017,"58380, 11461, 15219, 09259, 39813"
11237_2017,"91167, 40289, 35593, 58202, 40584"
11238_2017,"71782, 93404, 83838, 14291"
11239_2017,"85118, 61524, 64609, 15033, 53526, 06537, 47697"
11240_2017,"95225, 37540, 03602, 15866, 32503, 48457, 63098, 44587"
11241_2017,88830
11242_2017,"05991, 02626, 89268"
11243_2017,"89275, 93455, 93425, 97558, 14568, 08902, 96634"
11244_2017,"78546, 52005, 83609"
11245_2017,"01949, 64853, 31179, 94434, 13010, 25043, 17867, 21889, 37863"
11246_2017,"70769, 36664"
11247_2017,"88985, 83260, 51341, 42069, 18970, 65168, 91192"
11248_2017,"53533, 14421"
11249_2017,"47808, 54458"
11250_2017,"87230, 97232, 42500, 84684, 06124, 13996"
11251_2017,"11160, 73778"
11252_2017,"46356, 05795, 55281"
11253_2017,"52872, 40899, 71512, 34858, 88711, 89368"
11254_2017,"80302, 42343, 50848, 12496, 74191, 49381, 80732, 45961, 94029, 33839"
11255_2017,"62394, 82827"
11256_2017,"88938, 73310, 66601, 61665, 94250, 18511, 05910"
11257_2017,"73878, 01355, 05211"
11258_2017,"62005, 63128"
11259_2017,"91730, 90757, 96470, 27431, 65833, 46792, 18696, 53321, 45390"
11260_2017,"89832, 70326, 28141, 15929, 22804, 94431"
11261_2017,"65789, 59687, 87159, 64754, 76875, 04139, 06962, 28749, 88733"
11262_2017,"25300, 75893, 09235, 97136"
11263_2017,"89147, 13259, 12050, 55344, 83867, 69993, 21397"
11264_2017,"48239, 81030, 52567"
11265_2017,"96766, 95012, 80695, 49402, 14944, 80238"
11266_2017,"69737, 85816, 67407, 23172, 78277, 22728, 84081"
11267_2017,"99422, 59720, 44124, 38399, 93525, 37458, 01519"
11268_2017,"65500, 31942, 05219, 26132"
11269_2017,"78611, 44323, 93156, 69985, 16124, 58358, 66886"
11270_2017,"47970, 30453, 51207"
11271_2017,"52648, 87766, 58928, 94611, 06474, 37811"
11272_2017,"19624, 40367, 92456, 25644, 97136"
11273_2017,"80190, 51096, 37298, 41361, 74267"
11274_2017,"20399, 09866, 39711, 38468, 08680"
11275_2017,"99883, 27051, 21663, 54010, 99535, 96503, 98231, 66790, 89874, 52088"
11276_2017,"50355, 87346, 04242, 42023, 23388, 56424"
11277_2017,"54006, 48817, 04396, 18649, 21300, 56370, 50135, 25701"
11278_2017,"83650, 03597, 16942, 65626"
11279_2017,"40760, 31633, 48654, 91289, 72202"
11280_2017,"61961, 75661, 04145, 20346, 78266"
11281_2017,"92017, 93338, 94883, 14023, 99811, 88233, 16848, 66525, 83042, 17236"
11282_2017,"49270, 78029, 26365, 27635, 02279, 65357"
11283_2017,"43962, 56971, 28411, 56716, 63631, 51476, 28916, 26224, 04350, 64088"
11284_2017,"44961, 28201"
11285_2017,"18791, 75862, 61970, 27733"
11286_2017,"95258, 91581, 09257, 51701, 12080, 35894, 85667"
11287_2017,"20046, 14664"
11288_2017,"21503, 26010, 44426"
11289_2017,"56372, 56579, 54569"
11290_2017,"25462, 16489, 56217, 80884"
11291_2017,88952
11292_2017,"00529, 19460, 49453, 37145, 18640, 49874, 97913, 91308, 29180, 83937"
11293_2017,"24143, 01881, 52569"
11294_2017,"30341, 79645, 81968, 16017, 85048, 92097, 90530, 69181"
11295_2017,"68527, 58122, 05055, 04494, 68277, 10562, 63565, 36538"
11296_2017,24037
11297_2017,"16620, 09112, 65492, 17430, 30916, 80454, 04378, 77948"
11298_2017,"13296, 44954"
11299_2017,"28248, 24444, 98437, 07918, 86022"
11300_2017,"51066, 79509, 49361"
11301_2017,"50178, 41985, 65628, 62475, 57791, 99902, 90882, 61481"
11302_2017,"75951, 13066"
11303_2017,"41427, 22636, 52840, 37975, 30438, 49785, 92727, 18577, 02449"
11304_2017,31375
11305_2017,"85670, 75035, 67157, 41965, 27688"
11306_2017,"52000, 02380, 99248, 11452, 33281, 86061, 25371, 65074, 27662"
11307_2017,"24140, 80265, 65869"
11308_2017,"92891, 05686, 35111, 78712, 73478, 48800, 91100, 81980, 76304, 14090"
11309_2017,"74705, 36724, 24274, 94053, 53697, 85749, 88630, 95440"
11310_2017,"16970, 16409, 34954, 64288, 18869, 62371, 15981, 33952"
11311_2017,"35942, 91898, 40799"
11312_2017,80244
11313_2017,"70544, 91045, 97137, 72421, 50566, 38166"
11314_2017,"14055, 01078, 24509, 42992, 29103"
11315_2017,"54061, 06645, 44442, 46494, 13921, 51452, 77364, 73204"
11316_2017,"21089, 45358, 66859, 49227, 09120"
11317_2017,"61870, 23867, 57902, 64139, 35593, 62999, 56137, 23175"
11318_2017,"53218, 26902, 98751, 04194, 70093, 14277, 11771, 80848, 03176"
11319_2017,"11377, 49081, 68867"
11320_2017,"23048, 51860, 99594, 41431"
11321_2017,27111
11322_2017,62039
11323_2017,"14077, 69241, 55748, 15742, 44347, 93617, 07552"
11324_2017,52691
11325_2017,"88179, 72616, 07662, 63566, 93334, 96389, 04040"
11326_2017,"03245, 34635, 07059, 21499, 48404, 47856"
11327_2017,"82793, 61042, 52825, 59794"
11328_2017,"21285, 81895"
11329_2017,"40576, 73922, 62618, 78163"
11330_2017,"70238, 32073"
11331_2017,"60065, 08924, 38555, 14860, 76505, 58338"
11332_2017,"25591, 11394, 96733, 57998"
11333_2017,"33313, 85356"
11334_2017,"18825, 50209, 00679, 52672"
11335_2017,"74675, 34304, 80499, 54942, 49153, 83119"
11336_2017,"69652, 51590, 93053, 12548, 90903, 53944, 94056"
11337_2017,"74058, 07328, 49503, 10160, 60710, 26226, 66110, 10894"
11338_2017,"72567, 70028, 62390, 35691, 78261, 62576, 28346, 49499"
11339_2017,"27681, 88772, 40771, 17407, 83285, 99157, 60452, 42636"
11340_2017,"18900, 55449, 64638, 76009"
11341_2017,"30948, 81668, 61280, 66725, 86915, 76798, 24547, 19931, 77187"
11342_2017,"38906, 46294, 37026, 69037, 26713, 15121, 96610"
11343_2017,"33688, 42940, 07693, 93373, 73785, 73745, 98189"
11344_2017,"81215, 82837, 52297, 12676"
11345_2017,"21489, 64077, 26082, 39670"
11346_2017,"58876, 77004"
11347_2017,"13214, 98650, 44520, 04369, 34838"
11348_2017,98541
11349_2017,"36740, 16182, 86817, 70264, 36598, 52348"
11350_2017,"25044, 75873, 05422, 51783, 30628, 03418"
11351_2017,"06508, 92549, 87322, 79942"
11352_2017,"08654, 40974, 36027, 11974, 90339, 08574, 24983, 37873"
11353_2017,"25228, 71276, 63880"
11354_2017,"87896, 25282, 76366, 48946, 46786"
11355_2017,"78328, 50419, 03592, 53645, 52295"
11356_2017,"12283, 70630"
11357_2017,"05240, 34619, 18726, 37062, 35675, 39591, 03366, 02408"
11358_2017,"04117, 15558, 62833, 40052, 52463, 04847"
11359_2017,"24729, 58103, 89293, 27223, 06309, 19051, 25011, 44329, 22438, 65849"
11360_2017,"96798, 49859, 13405, 40538, 51412"
11361_2017,"54096, 97818, 52149, 78138, 30288"
11362_2017,"87353, 93357, 59827"
11363_2017,"65747, 33071, 30892, 42749, 75812, 92639, 23394"
11364_2017,"84398, 22607, 91017, 23419, 30905, 75856, 85298"
11365_2017,"62155, 43438, 05341, 87850, 97876, 69120"
11366_2017,"46214, 44994, 93569"
11367_2017,"50213, 05427, 92193, 61862"
11368_2017,"77446, 02948, 20942, 50520, 22982, 76229, 95365, 05271"
11369_2017,"94509, 06844, 31091, 67336, 09749, 09871, 14295, 95739"
11370_2017,"30713, 39489"
11371_2017,"76642, 17803, 32690, 62954, 74650, 25488, 44854, 78526"
11372_2017,"22101, 73446, 95160, 56425, 89696, 29680, 23541, 13214, 43097, 71080"
11373_2017,"62439, 55852, 17784, 18588, 57889, 64182, 35498, 35192"
11374_2017,"04125, 60630, 84856, 41576, 64478"
11375_2017,"57051, 57193, 80009"
11376_2017,"47329, 85654, 97122, 08403, 27908, 30952, 80118, 28460, 01038"
11377_2017,"35764, 34574, 20248, 45213, 85346, 26794, 01124, 10783, 91525, 62859"
11378_2017,"78174, 23420, 25537, 35035, 64720"
11379_2017,"28006, 96220"
11380_2017,"63079, 76937"
11381_2017,"23743, 64355, 32879, 47237, 88445, 39603, 56207, 51663, 76712, 48886"
11382_2017,"97253, 28352, 23876, 24823, 81711"
11383_2017,"18895, 80419, 84471, 89481, 54144, 65672, 41405, 28610, 76015"
11384_2017,"63004, 43095, 35344"
11385_2017,"91911, 84140, 05745"
11386_2017,"78138, 24452, 67822"
11387_2017,"83009, 19468"
11388_2017,"61357, 07761, 21451"
11389_2017,"27996, 38712, 50096, 56828, 21157"
11390_2017,"37567, 48633, 14131, 62019, 19856, 49956, 70051"
11391_2017,"19142, 20307, 95619, 36942, 33687, 62705, 12023, 88561, 15261"
11392_2017,"20562, 38283, 59884, 96648, 13660, 49899, 18799, 02526, 66985, 12222"
11393_2017,47024
11394_2017,"43924, 58847, 81833, 29071, 64514, 20200, 86080, 18622, 38005, 34390"
11395_2017,"14663, 83497, 32775, 87383"
11396_2017,"63684, 26556, 56927, 63877, 61770, 50719, 78530, 64447"
11397_2017,"32550, 89010, 56661, 82808, 77853, 35043, 76770"
11398_2017,"28182, 92874, 87886, 01901, 95025, 11079, 39944, 18756, 29570, 36163"
11399_2017,"90801, 29833"
11400_2017,"79740, 88785"
11401_2017,"20843, 61816, 83192, 23281, 14166, 63369, 77354"
11402_2017,"26092, 41584, 61163, 21416, 68022, 95762"
11403_2017,"98131, 93685"
11404_2017,96953
11405_2017,"70017, 90904, 78975, 57748, 96704"
11406_2017,"02911, 52323, 10821, 25563, 06944, 14019, 22488, 75724"
11407_2017,"97483, 12589, 59160, 88996, 43850, 31269, 37890, 91815"
11408_2017,"68500, 92384, 91749, 61908, 94698"
11409_2017,"16383, 22349"
11410_2017,"13369, 23285, 31362, 01638, 34077, 95704"
11411_2017,"54608, 05537, 14141, 46488, 56789, 72011"
11412_2017,"98587, 86325, 81273, 54393, 07658"
11413_2017,"99773, 42571, 49277, 66791, 41682, 16316, 45931, 22596"
11414_2017,14891
11415_2017,"42401, 43257, 48241, 07978, 37342"
11416_2017,"25338, 31185, 23664, 37676, 13503, 99736"
11417_2017,"38324, 39226, 47247"
11418_2017,"04618, 21332, 65812"
11419_2017,"75001, 08274, 13979, 73980, 44499, 30084, 90043, 68147"
11420_2017,"07624, 15664, 37953, 79981, 32251, 80660"
11421_2017,"85879, 87180, 91691, 07199, 01514, 75435"
11422_2017,"98905, 78725, 93047, 58405, 56231, 39237"
11423_2017,"92677, 75683, 31137"
11424_2017,"57990, 67548, 61106, 63046, 13302, 11095, 84720"
11425_2017,33478
11426_2017,77531
11427_2017,"60909, 46385, 41994, 59800"
11428_2017,"57279, 29446, 31080, 03748, 51504, 99575, 55953"
11429_2017,"46388, 92863, 42347, 82976, 38697, 93549, 38994, 78330"
11430_2017,"85392, 77051, 53197, 20821, 07258, 85669"
11431_2017,"80263, 01692, 82722, 80664, 77866, 19237, 42408, 88448"
11432_2017,"41878, 89990, 77428, 33637, 41718, 63432, 96663, 72274, 40759, 69362"
11433_2017,41391
11434_2017,"45741, 57188, 88561, 11283"
11435_2017,"13784, 84282, 87294, 75564, 54899, 07391, 43625"
11436_2017,"09314, 54369, 42777, 16952, 32379"
11437_2017,"74115, 52939, 97868, 97120, 44734"
11438_2017,"11370, 20964, 98640, 91750, 08909, 20733, 82690, 09225"
11439_2017,72870
11440_2017,"00755, 92531"
11441_2017,"23003, 91669, 34038"
11442_2017,"59932, 85980, 50685, 71499, 81262, 32762, 46545"
11443_2017,"07270, 99855, 98245, 54066"
11444_2017,"19319, 21627, 60747"
11445_2017,"41262, 36182"
